sentences,ner_tags
"We show that a set of different homographies can be embedded in different ways to a higher-dimensional real or complex space , so that each homography corresponds to either a complex bilinear form or a real quadratic form .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Each embedding reveals different algebraic properties and relations of homo-graphies .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O']"
We give a closed-form segmentation solution for each case by utilizing these properties based on subspace-segmentation methods .,"['O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O']"
These theoretical results show that one can intrinsically segment a piece-wise planar scene from 2-D images without explicitly performing any 3-D reconstruction .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O']"
The resulting segmentation may make subsequent 3-D reconstruction much better-conditioned .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O']"
We demonstrate the proposed methods with some convincing experimental results .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Background maintenance is a frequent element of video surveillance systems .,"['B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"We develop Wallflower , a three-component system for background maintenance : the pixel-level component performs Wiener filtering to make probabilistic predictions of the expected background ; the region-level component fills in homogeneous regions of foreground objects ; and the frame-level component detects sudden , global changes in the image and swaps in better approximations of the background .","['O', 'O', 'B-Method', 'O', 'O', 'B-Generic', 'E-Generic', 'O', 'B-Task', 'E-Task', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We compare our system with 8 other background subtraction algorithms .,"['O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
Wallflower is shown to outperform previous algorithms by handling a greater set of the difficult situations that can occur .,"['B-Method', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Finally , we analyze the experimental results and propose normative principles for background maintenance .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Task', 'E-Task', 'O']"
"Is it possible to use out-of-domain acoustic training data to improve a speech recognizer 's performance on a speciic , independent application ?","['O', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In our experiments , we use Wallstreet Journal -LRB- WSJ -RRB- data to train a recognizer , which is adapted and evaluated in the Phonebook domain .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'I-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O']"
"Apart from their common language -LRB- US English -RRB- , the two corpora diier in many important respects : microphone vs. telephone channel , continuous speech vs. isolated words , mismatch i n s p e a k i n g r a t e .","['O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This paper deals with two questions .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"First , starting from the WSJ-trained recognizer , how much adaptation data -LRB- taken from the Phonebook training corpus -RRB- is necessary to achieve a reasonable recognition performance in spite of the high degree of mismatch ?","['O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O']"
"Second , is it possible to improve the recognition performance of a Phonebook-trained baseline acoustic model by using additional out-of-domain training data ?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O']"
The paper describes the adaptation and normalization techniques used to bridge the mismatch b e-tween the two corpora .,"['O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This paper proposes an approach to full parsing suitable for Information Extraction from texts .,"['O', 'O', 'O', 'O', 'B-Generic', 'O', 'B-Task', 'E-Task', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O']"
"Sequences of cascades of rules deterministically analyze the text , building unambiguous structures .","['O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Initially basic chunks are analyzed ; then argumental relations are recognized ; finally modifier attachment is performed and the global parse tree is built .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O']"
The approach was proven to work for three languages and different domains .,"['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"It was implemented in the IE module of FACILE , a EU project for multilingual text classification and IE .","['B-Generic', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
This paper presents a corpus study that explores the extent to which captions contribute to recognizing the intended message of an information graphic .,"['O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"It then presents an implemented graphic interpretation system that takes into account a variety of communicative signals , and an evaluation study showing that evidence obtained from shallow processing of the graphic 's caption has a significant impact on the system 's success .","['O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O']"
This work is part of a larger project whose goal is to provide sight-impaired users with effective access to information graphics .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Graphical models such as Bayesian Networks -LRB- BNs -RRB- are being increasingly applied to various computer vision problems .,"['B-Method', 'E-Method', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"One bottleneck in using BN is that learning the BN model parameters often requires a large amount of reliable and representative training data , which proves to be difficult to acquire for many computer vision tasks .","['O', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"On the other hand , there is often available qualitative prior knowledge about the model .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Generic', 'O']"
Such knowledge comes either from domain experts based on their experience or from various physical or geometric constraints that govern the objects we try to model .,"['O', 'B-Generic', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Unlike the quantitative prior , the qualitative prior is often ignored due to the difficulty of incorporating them into the model learning process .","['O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"In this paper , we introduce a closed-form solution to systematically combine the limited training data with some generic qualitative knowledge for BN parameter learning .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
"To validate our method , we compare it with the Maximum Likelihood -LRB- ML -RRB- estimation method under sparse data and with the Expectation Maximization -LRB- EM -RRB- algorithm under incomplete data respectively .","['O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Material', 'E-Material', 'O', 'O']"
"To further demonstrate its applications for computer vision , we apply it to learn a BN model for facial Action Unit -LRB- AU -RRB- recognition from real image data .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'B-Material', 'I-Material', 'E-Material', 'O']"
"The experimental results show that with simple and generic qualitative constraints and using only a small amount of training data , our method can robustly and accurately estimate the BN model parameters .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"In this paper we introduce a modal language LT for imposing constraints on trees , and an extension LT -LRB- LF -RRB- for imposing constraints on trees decorated with feature structures .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"The motivation for introducing these languages is to provide tools for formalising grammatical frameworks perspicuously , and the paper illustrates this by showing how the leading ideas of GPSG can be captured in LT -LRB- LF -RRB- .","['O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
"In addition , the role of modal languages -LRB- and in particular , what we have called as constraint formalisms for linguistic theorising is discussed in some detail .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Previous research has demonstrated the utility of clustering in inducing semantic verb classes from undisambiguated corpus data .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'B-Material', 'I-Material', 'E-Material', 'O']"
We describe a new approach which involves clustering subcategorization frame -LRB- SCF -RRB- distributions using the Information Bottleneck and nearest neighbour methods .,"['O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
"In contrast to previous work , we particularly focus on clustering polysemic verbs .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"A novel evaluation scheme is proposed which accounts for the effect of polysemy on the clusters , offering us a good insight into the potential and limitations of semantically classifying undisambiguated SCF data .","['O', 'O', 'B-Generic', 'E-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
"Due to the capacity of pan-tilt-zoom -LRB- PTZ -RRB- cameras to simultaneously cover a panoramic area and maintain high resolution imagery , researches in automated surveillance systems with multiple PTZ cameras have become increasingly important .","['O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O']"
Most existing algorithms require the prior knowledge of intrinsic parameters of the PTZ camera to infer the relative positioning and orientation among multiple PTZ cameras .,"['O', 'O', 'B-Generic', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"To overcome this limitation , we propose a novel mapping algorithm that derives the relative positioning and orientation between two PTZ cameras based on a unified polynomial model .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
This reduces the dependence on the knowledge of intrinsic parameters of PTZ camera and relative positions .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"Experimental results demonstrate that our proposed algorithm presents substantially reduced computational complexity and improved flexibility at the cost of slightly decreased pixel accuracy , as compared with the work of Chen and Wang .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'O', 'B-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This slightly decreased pixel accuracy can be compensated by consistent labeling approaches without added cost for the application of automated surveillance systems along with changing configurations and a larger number of PTZ cameras .,"['O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
This paper presents a new two-pass algorithm for Extra Large -LRB- more than 1M words -RRB- Vocabulary COntinuous Speech recognition based on the Information Retrieval -LRB- ELVIRCOS -RRB- .,"['O', 'O', 'O', 'O', 'O', 'B-Generic', 'E-Generic', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
The principle of this approach is to decompose a recognition process into two passes where the first pass builds the words subset for the second pass recognition by using information retrieval procedure .,"['O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Generic', 'E-Generic', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Generic', 'I-Generic', 'E-Generic', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
Word graph composition for continuous speech is presented .,"['B-Method', 'I-Method', 'E-Method', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O']"
With this approach a high performances for large vocabulary speech recognition can be obtained .,"['O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O']"
This paper describes our work on classification of outdoor scenes .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
"First , images are partitioned into regions using one-class classification and patch-based clustering algorithms where one-class classifiers model the regions with relatively uniform color and texture properties , and clustering of patches aims to detect structures in the remaining regions .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Next , the resulting regions are clustered to obtain a codebook of region types , and two models are constructed for scene representation : a '' bag of individual regions '' representation where each region is regarded separately , and a '' bag of region pairs '' representation where regions with particular spatial relationships are considered together .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O']"
"Given these representations , scene classification is done using Bayesian classifiers .","['O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O']"
"We also propose a novel region selection algorithm that identifies region types that are frequently found in a particular class of scenes but rarely exist in other classes , and also consistently occur together in the same class of scenes .","['O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Experiments on the LabelMe data set showed that the proposed models significantly out-perform a baseline global feature-based approach .,"['O', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
"In this paper , we introduce a generative probabilistic optical character recognition -LRB- OCR -RRB- model that describes an end-to-end process in the noisy channel framework , progressing from generation of true text through its transformation into the noisy output of an OCR system .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"The model is designed for use in error correction , with a focus on post-processing the output of black-box OCR systems in order to make it more useful for NLP tasks .","['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O']"
"We present an implementation of the model based on finite-state models , demonstrate the model 's ability to significantly reduce character and word error rate , and provide evaluation results involving automatic extraction of translation lexicons from printed text .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'B-Material', 'E-Material', 'O']"
We present a framework for word alignment based on log-linear models .,"['O', 'O', 'O', 'B-Generic', 'O', 'B-Task', 'E-Task', 'O', 'O', 'B-Method', 'E-Method', 'O']"
"All knowledge sources are treated as feature functions , which depend on the source langauge sentence , the target language sentence and possible additional variables .","['O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Log-linear models allow statistical alignment models to be easily extended by incorporating syntactic information .,"['B-Method', 'E-Method', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"In this paper , we use IBM Model 3 alignment probabilities , POS correspondence , and bilingual dictionary coverage as features .","['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'O']"
Our experiments show that log-linear models significantly outperform IBM translation models .,"['O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
"Hough voting in a geometric transformation space allows us to realize spatial verification , but remains sensitive to feature detection errors because of the inflexible quan-tization of single feature correspondences .","['B-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"To handle this problem , we propose a new method , called adaptive dither voting , for robust spatial verification .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"For each correspondence , instead of hard-mapping it to a single transformation , the method augments its description by using multiple dithered transformations that are deterministically generated by the other correspondences .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The method reduces the probability of losing correspondences during transformation quantization , and provides high robustness as regards mismatches by imposing three geometric constraints on the dithering process .","['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
